Entity,Code,Day,"Excess mortality P-scores, all ages"
Albania,ALB,2020-01-31,-10.27
Albania,ALB,2020-02-29,4.33
Albania,ALB,2020-03-31,1.52
Albania,ALB,2020-04-30,5.62
Albania,ALB,2020-05-31,6.31
Albania,ALB,2020-06-30,8.2
Albania,ALB,2020-07-31,27.11
Albania,ALB,2020-08-31,44.5
Albania,ALB,2020-09-30,30.18
Albania,ALB,2020-10-31,42.13
Albania,ALB,2020-11-30,117.34
Albania,ALB,2020-12-31,52.93
Armenia,ARM,2020-01-31,-5.89
Armenia,ARM,2020-02-29,2.26
Armenia,ARM,2020-03-31,-6.6
Armenia,ARM,2020-04-30,-2.9
Armenia,ARM,2020-05-31,-6.72
Armenia,ARM,2020-06-30,38.05
Armenia,ARM,2020-07-31,26.37
Armenia,ARM,2020-08-31,1.09
Armenia,ARM,2020-09-30,12.72
Armenia,ARM,2020-10-31,71.71
Armenia,ARM,2020-11-30,161.57
Armenia,ARM,2020-12-31,78.76
Armenia,ARM,2021-01-31,20.8
Australia,AUS,2020-01-05,1.34
Australia,AUS,2020-01-12,0.95
Australia,AUS,2020-01-19,2.22
Australia,AUS,2020-01-26,5.12
Australia,AUS,2020-02-02,3.24
Australia,AUS,2020-02-09,4.42
Australia,AUS,2020-02-16,6.18
Australia,AUS,2020-02-23,4.49
Australia,AUS,2020-03-01,4.88
Australia,AUS,2020-03-08,4.59
Australia,AUS,2020-03-15,4.62
Australia,AUS,2020-03-22,7.28
Australia,AUS,2020-03-29,12.05
Australia,AUS,2020-04-05,11.31
Australia,AUS,2020-04-12,6.25
Australia,AUS,2020-04-19,2.91
Australia,AUS,2020-04-26,5.71
Australia,AUS,2020-05-03,3.18
Australia,AUS,2020-05-10,2.57
Australia,AUS,2020-05-17,-0.8
Australia,AUS,2020-05-24,-0.69
Australia,AUS,2020-05-31,-1.73
Australia,AUS,2020-06-07,-5.26
Australia,AUS,2020-06-14,-3.77
Australia,AUS,2020-06-21,-7.53
Australia,AUS,2020-06-28,-6.46
Australia,AUS,2020-07-05,-6.74
Australia,AUS,2020-07-12,-5.77
Australia,AUS,2020-07-19,-10.72
Australia,AUS,2020-07-26,-0.03
Australia,AUS,2020-08-02,-5.97
Australia,AUS,2020-08-09,-0.84
Australia,AUS,2020-08-16,-1.19
Australia,AUS,2020-08-23,-8.2
Australia,AUS,2020-08-30,-8.63
Australia,AUS,2020-09-06,-4.85
Australia,AUS,2020-09-13,-6.84
Australia,AUS,2020-09-20,-4.33
Australia,AUS,2020-09-27,-3.21
Australia,AUS,2020-10-04,-2.64
Australia,AUS,2020-10-11,-4.83
Australia,AUS,2020-10-18,-5.3
Australia,AUS,2020-10-25,-2.17
Australia,AUS,2020-11-01,0.62
Australia,AUS,2020-11-08,-0.5
Australia,AUS,2020-11-15,2.04
Australia,AUS,2020-11-22,-4.77
Austria,AUT,2020-01-05,-10.78
Austria,AUT,2020-01-12,-8.35
Austria,AUT,2020-01-19,0.59
Austria,AUT,2020-01-26,1.83
Austria,AUT,2020-02-02,7.06
Austria,AUT,2020-02-09,-8.43
Austria,AUT,2020-02-16,-5.06
Austria,AUT,2020-02-23,-5.65
Austria,AUT,2020-03-01,-2.62
Austria,AUT,2020-03-08,-0.55
Austria,AUT,2020-03-15,0.39
Austria,AUT,2020-03-22,14.89
Austria,AUT,2020-03-29,7.24
Austria,AUT,2020-04-05,15.3
Austria,AUT,2020-04-12,15.96
Austria,AUT,2020-04-19,11.86
Austria,AUT,2020-04-26,8.01
Austria,AUT,2020-05-03,1.05
Austria,AUT,2020-05-10,5.6
Austria,AUT,2020-05-17,1.78
Austria,AUT,2020-05-24,4.18
Austria,AUT,2020-05-31,0.25
Austria,AUT,2020-06-07,5.49
Austria,AUT,2020-06-14,1.22
Austria,AUT,2020-06-21,0.38
Austria,AUT,2020-06-28,2.73
Austria,AUT,2020-07-05,8.77
Austria,AUT,2020-07-12,0.41
Austria,AUT,2020-07-19,-1.82
Austria,AUT,2020-07-26,-2.47
Austria,AUT,2020-08-02,1.48
Austria,AUT,2020-08-09,0.48
Austria,AUT,2020-08-16,10.02
Austria,AUT,2020-08-23,3.01
Austria,AUT,2020-08-30,5.13
Austria,AUT,2020-09-06,10.59
Austria,AUT,2020-09-13,10.05
Austria,AUT,2020-09-20,10.26
Austria,AUT,2020-09-27,4.1
Austria,AUT,2020-10-04,5.07
Austria,AUT,2020-10-11,6.91
Austria,AUT,2020-10-18,7.56
Austria,AUT,2020-10-25,17.96
Austria,AUT,2020-11-01,25.31
Austria,AUT,2020-11-08,32.9
Austria,AUT,2020-11-15,47.32
Austria,AUT,2020-11-22,56.96
Austria,AUT,2020-11-29,57.94
Austria,AUT,2020-12-06,59.08
Austria,AUT,2020-12-13,54.28
Austria,AUT,2020-12-20,36.91
Austria,AUT,2020-12-27,22.81
Austria,AUT,2021-01-03,15.49
Austria,AUT,2021-01-10,8.18
Austria,AUT,2021-01-17,5.44
Austria,AUT,2021-01-24,12.24
Austria,AUT,2021-01-31,11.56
Austria,AUT,2021-02-07,2.61
Austria,AUT,2021-02-14,-4.67
Austria,AUT,2021-02-21,-5.45
Austria,AUT,2021-02-28,-8.89
Austria,AUT,2021-03-07,-13.09
Azerbaijan,AZE,2020-01-31,-4.77
Azerbaijan,AZE,2020-02-29,0.81
Azerbaijan,AZE,2020-03-31,23.09
Azerbaijan,AZE,2020-04-30,-11.46
Azerbaijan,AZE,2020-05-31,-9.38
Azerbaijan,AZE,2020-06-30,50.43
Azerbaijan,AZE,2020-07-31,29.42
Azerbaijan,AZE,2020-08-31,9.54
Azerbaijan,AZE,2020-09-30,9.24
Azerbaijan,AZE,2020-10-31,27.87
Azerbaijan,AZE,2020-11-30,79.99
Azerbaijan,AZE,2020-12-31,196.18
Belarus,BLR,2020-01-31,-6.3
Belarus,BLR,2020-02-29,-2.74
Belarus,BLR,2020-03-31,-0.83
Belarus,BLR,2020-04-30,6.33
Belarus,BLR,2020-05-31,16.4
Belarus,BLR,2020-06-30,39.56
Belgium,BEL,2020-01-05,-6.25
Belgium,BEL,2020-01-12,-1.14
Belgium,BEL,2020-01-19,-4
Belgium,BEL,2020-01-26,-8.56
Belgium,BEL,2020-02-02,-5.42
Belgium,BEL,2020-02-09,-12.39
Belgium,BEL,2020-02-16,-7.91
Belgium,BEL,2020-02-23,-6.79
Belgium,BEL,2020-03-01,-11.15
Belgium,BEL,2020-03-08,-9.41
Belgium,BEL,2020-03-15,-3.82
Belgium,BEL,2020-03-22,10.8
Belgium,BEL,2020-03-29,44.42
Belgium,BEL,2020-04-05,90.74
Belgium,BEL,2020-04-12,105.66
Belgium,BEL,2020-04-19,81.44
Belgium,BEL,2020-04-26,50.43
Belgium,BEL,2020-05-03,21.01
Belgium,BEL,2020-05-10,18.07
Belgium,BEL,2020-05-17,3.47
Belgium,BEL,2020-05-24,6.03
Belgium,BEL,2020-05-31,3.14
Belgium,BEL,2020-06-07,-3.51
Belgium,BEL,2020-06-14,2.39
Belgium,BEL,2020-06-21,-5.13
Belgium,BEL,2020-06-28,4.01
Belgium,BEL,2020-07-05,-12.37
Belgium,BEL,2020-07-12,-8.74
Belgium,BEL,2020-07-19,-2.25
Belgium,BEL,2020-07-26,-8.86
Belgium,BEL,2020-08-02,3.9
Belgium,BEL,2020-08-09,9.2
Belgium,BEL,2020-08-16,55.62
Belgium,BEL,2020-08-23,16.94
Belgium,BEL,2020-08-30,-1.42
Belgium,BEL,2020-09-06,3.03
Belgium,BEL,2020-09-13,-2.17
Belgium,BEL,2020-09-20,6.86
Belgium,BEL,2020-09-27,1.28
Belgium,BEL,2020-10-04,-1.98
Belgium,BEL,2020-10-11,2.72
Belgium,BEL,2020-10-18,7.83
Belgium,BEL,2020-10-25,32.09
Belgium,BEL,2020-11-01,66.03
Belgium,BEL,2020-11-08,84.34
Belgium,BEL,2020-11-15,68.44
Belgium,BEL,2020-11-22,51.46
Belgium,BEL,2020-11-29,37.87
Belgium,BEL,2020-12-06,25.01
Belgium,BEL,2020-12-13,25.48
Belgium,BEL,2020-12-20,21.87
Belgium,BEL,2020-12-27,17.03
Belgium,BEL,2021-01-03,9.49
Belgium,BEL,2021-01-10,3.2
Belgium,BEL,2021-01-17,-1.38
Belgium,BEL,2021-01-24,0.42
Belgium,BEL,2021-01-31,0.19
Belgium,BEL,2021-02-07,-9.64
Belgium,BEL,2021-02-14,-10.91
Belgium,BEL,2021-02-21,-8.74
Belgium,BEL,2021-02-28,-14.62
Bolivia,BOL,2020-01-31,9.22
Bolivia,BOL,2020-02-29,11.02
Bolivia,BOL,2020-03-31,-3.5
Bolivia,BOL,2020-04-30,-100
Bolivia,BOL,2020-05-31,-14.93
Bolivia,BOL,2020-06-30,93.05
Bolivia,BOL,2020-07-31,274.7
Bolivia,BOL,2020-08-31,174.62
Bolivia,BOL,2020-09-30,73.47
Bolivia,BOL,2020-10-31,30.61
Bolivia,BOL,2020-11-30,21.7
Bolivia,BOL,2020-12-31,21.95
Brazil,BRA,2020-01-31,5.13
Brazil,BRA,2020-02-29,8.99
Brazil,BRA,2020-03-31,9.76
Brazil,BRA,2020-04-30,14.6
Brazil,BRA,2020-05-31,33.35
Brazil,BRA,2020-06-30,25.2
Brazil,BRA,2020-07-31,24.51
Brazil,BRA,2020-08-31,23.84
Brazil,BRA,2020-09-30,25.24
Brazil,BRA,2020-10-31,19.99
Brazil,BRA,2020-11-30,18.3
Brazil,BRA,2020-12-31,26.62
Brazil,BRA,2021-01-31,32.72
Brazil,BRA,2021-02-28,33.29
Bulgaria,BGR,2020-01-05,-18.36
Bulgaria,BGR,2020-01-12,-11.47
Bulgaria,BGR,2020-01-19,-13.59
Bulgaria,BGR,2020-01-26,-4.59
Bulgaria,BGR,2020-02-02,-0.89
Bulgaria,BGR,2020-02-09,1.56
Bulgaria,BGR,2020-02-16,0.67
Bulgaria,BGR,2020-02-23,-5.53
Bulgaria,BGR,2020-03-01,-4.27
Bulgaria,BGR,2020-03-08,-9.64
Bulgaria,BGR,2020-03-15,-5.81
Bulgaria,BGR,2020-03-22,-5.46
Bulgaria,BGR,2020-03-29,-2.88
Bulgaria,BGR,2020-04-05,-4.24
Bulgaria,BGR,2020-04-12,-2.15
Bulgaria,BGR,2020-04-19,-2.04
Bulgaria,BGR,2020-04-26,-3.46
Bulgaria,BGR,2020-05-03,-6.06
Bulgaria,BGR,2020-05-10,-5.74
Bulgaria,BGR,2020-05-17,5.91
Bulgaria,BGR,2020-05-24,-3.81
Bulgaria,BGR,2020-05-31,-7.92
Bulgaria,BGR,2020-06-07,0.19
Bulgaria,BGR,2020-06-14,0.74
Bulgaria,BGR,2020-06-21,-1.63
Bulgaria,BGR,2020-06-28,-2.7
Bulgaria,BGR,2020-07-05,12.6
Bulgaria,BGR,2020-07-12,5.21
Bulgaria,BGR,2020-07-19,-1.39
Bulgaria,BGR,2020-07-26,0.67
Bulgaria,BGR,2020-08-02,10.17
Bulgaria,BGR,2020-08-09,6.54
Bulgaria,BGR,2020-08-16,6.17
Bulgaria,BGR,2020-08-23,4.26
Bulgaria,BGR,2020-08-30,6.43
Bulgaria,BGR,2020-09-06,7.28
Bulgaria,BGR,2020-09-13,5.27
Bulgaria,BGR,2020-09-20,2.02
Bulgaria,BGR,2020-09-27,2.19
Bulgaria,BGR,2020-10-04,2
Bulgaria,BGR,2020-10-11,4.9
Bulgaria,BGR,2020-10-18,4.82
Bulgaria,BGR,2020-10-25,15.58
Bulgaria,BGR,2020-11-01,30.86
Bulgaria,BGR,2020-11-08,53.79
Bulgaria,BGR,2020-11-15,85.81
Bulgaria,BGR,2020-11-22,111.51
Bulgaria,BGR,2020-11-29,125.45
Bulgaria,BGR,2020-12-06,120.38
Bulgaria,BGR,2020-12-13,99.06
Bulgaria,BGR,2020-12-20,77.21
Bulgaria,BGR,2020-12-27,37.49
Bulgaria,BGR,2021-01-03,24.76
Bulgaria,BGR,2021-01-10,-0.68
Bulgaria,BGR,2021-01-17,-5.03
Bulgaria,BGR,2021-01-24,-1.96
Bulgaria,BGR,2021-01-31,-3.8
Bulgaria,BGR,2021-02-07,-6.09
Bulgaria,BGR,2021-02-14,-0.47
Bulgaria,BGR,2021-02-21,5.33
Bulgaria,BGR,2021-02-28,9.37
Bulgaria,BGR,2021-03-07,16.78
Canada,CAN,2020-01-05,1.62
Canada,CAN,2020-01-12,1.63
Canada,CAN,2020-01-19,1.19
Canada,CAN,2020-01-26,3.69
Canada,CAN,2020-02-02,0.59
Canada,CAN,2020-02-09,2.16
Canada,CAN,2020-02-16,-0.61
Canada,CAN,2020-02-23,-1.03
Canada,CAN,2020-03-01,1.99
Canada,CAN,2020-03-08,2.4
Canada,CAN,2020-03-15,2.53
Canada,CAN,2020-03-22,6.12
Canada,CAN,2020-03-29,7.98
Canada,CAN,2020-04-05,17.02
Canada,CAN,2020-04-12,22.46
Canada,CAN,2020-04-19,24.24
Canada,CAN,2020-04-26,31.26
Canada,CAN,2020-05-03,29.47
Canada,CAN,2020-05-10,23.72
Canada,CAN,2020-05-17,20.44
Canada,CAN,2020-05-24,16.36
Canada,CAN,2020-05-31,18.9
Canada,CAN,2020-06-07,12.19
Canada,CAN,2020-06-14,5.41
Canada,CAN,2020-06-21,8.09
Canada,CAN,2020-06-28,7.99
Canada,CAN,2020-07-05,4.59
Canada,CAN,2020-07-12,9.97
Canada,CAN,2020-07-19,8.8
Canada,CAN,2020-07-26,6.99
Canada,CAN,2020-08-02,8.46
Canada,CAN,2020-08-09,7.86
Canada,CAN,2020-08-16,11.43
Canada,CAN,2020-08-23,12.26
Canada,CAN,2020-08-30,6.79
Canada,CAN,2020-09-06,10.94
Canada,CAN,2020-09-13,7.86
Canada,CAN,2020-09-20,9.8
Canada,CAN,2020-09-27,13.21
Canada,CAN,2020-10-04,9.36
Canada,CAN,2020-10-11,11.31
Canada,CAN,2020-10-18,9.3
Canada,CAN,2020-10-25,10.1
Canada,CAN,2020-11-01,11.02
Canada,CAN,2020-11-08,18.34
Canada,CAN,2020-11-15,15.64
Canada,CAN,2020-11-22,13.07
Canada,CAN,2020-11-29,10.98
Canada,CAN,2020-12-06,13.36
Canada,CAN,2020-12-13,14.36
Chile,CHL,2020-01-05,7.62
Chile,CHL,2020-01-12,11.38
Chile,CHL,2020-01-19,8.65
Chile,CHL,2020-01-26,2.71
Chile,CHL,2020-02-02,2.89
Chile,CHL,2020-02-09,8.54
Chile,CHL,2020-02-16,4.13
Chile,CHL,2020-02-23,0.98
Chile,CHL,2020-03-01,5.69
Chile,CHL,2020-03-08,5.35
Chile,CHL,2020-03-15,7.32
Chile,CHL,2020-03-22,11.17
Chile,CHL,2020-03-29,8.84
Chile,CHL,2020-04-05,10.26
Chile,CHL,2020-04-12,3
Chile,CHL,2020-04-19,9.27
Chile,CHL,2020-04-26,5.57
Chile,CHL,2020-05-03,5.23
Chile,CHL,2020-05-10,19.75
Chile,CHL,2020-05-17,19.56
Chile,CHL,2020-05-24,34.7
Chile,CHL,2020-05-31,53.65
Chile,CHL,2020-06-07,68.71
Chile,CHL,2020-06-14,64.87
Chile,CHL,2020-06-21,53.87
Chile,CHL,2020-06-28,44.15
Chile,CHL,2020-07-05,28.49
Chile,CHL,2020-07-12,25.67
Chile,CHL,2020-07-19,16.05
Chile,CHL,2020-07-26,13.8
Chile,CHL,2020-08-02,13.18
Chile,CHL,2020-08-09,10.46
Chile,CHL,2020-08-16,8.29
Chile,CHL,2020-08-23,16.72
Chile,CHL,2020-08-30,15.03
Chile,CHL,2020-09-06,8.12
Chile,CHL,2020-09-13,11.58
Chile,CHL,2020-09-20,8.47
Chile,CHL,2020-09-27,11.36
Chile,CHL,2020-10-04,12.97
Chile,CHL,2020-10-11,19.46
Chile,CHL,2020-10-18,16.46
Chile,CHL,2020-10-25,17.55
Chile,CHL,2020-11-01,16.74
Chile,CHL,2020-11-08,15.03
Chile,CHL,2020-11-15,11.7
Chile,CHL,2020-11-22,12.45
Chile,CHL,2020-11-29,16.12
Chile,CHL,2020-12-06,17.51
Chile,CHL,2020-12-13,15.72
Chile,CHL,2020-12-20,14.81
Chile,CHL,2020-12-27,30.56
Chile,CHL,2021-01-03,27.47
Chile,CHL,2021-01-10,26.26
Chile,CHL,2021-01-17,31.94
Chile,CHL,2021-01-24,42.29
Chile,CHL,2021-01-31,33.18
Chile,CHL,2021-02-07,36.62
Chile,CHL,2021-02-14,35.82
Chile,CHL,2021-02-21,35.06
Chile,CHL,2021-02-28,35.5
Chile,CHL,2021-03-07,38.68
Colombia,COL,2020-01-05,5.66
Colombia,COL,2020-01-12,9.53
Colombia,COL,2020-01-19,7.01
Colombia,COL,2020-01-26,7.35
Colombia,COL,2020-02-02,5.31
Colombia,COL,2020-02-09,9.14
Colombia,COL,2020-02-16,10.25
Colombia,COL,2020-02-23,10.44
Colombia,COL,2020-03-01,5.38
Colombia,COL,2020-03-08,4.9
Colombia,COL,2020-03-15,1.89
Colombia,COL,2020-03-22,4.12
Colombia,COL,2020-03-29,0.15
Colombia,COL,2020-04-05,-2.59
Colombia,COL,2020-04-12,-0.59
Colombia,COL,2020-04-19,1.37
Colombia,COL,2020-04-26,1.06
Colombia,COL,2020-05-03,-1.97
Colombia,COL,2020-05-10,1.46
Colombia,COL,2020-05-17,0.78
Colombia,COL,2020-05-24,4.06
Colombia,COL,2020-05-31,4.88
Colombia,COL,2020-06-07,12.4
Colombia,COL,2020-06-14,17.35
Colombia,COL,2020-06-21,25.85
Colombia,COL,2020-06-28,32.45
Colombia,COL,2020-07-05,35.01
Colombia,COL,2020-07-12,47.17
Colombia,COL,2020-07-19,62.55
Colombia,COL,2020-07-26,76.37
Colombia,COL,2020-08-02,83.35
Colombia,COL,2020-08-09,75.56
Colombia,COL,2020-08-16,71.71
Colombia,COL,2020-08-23,63.15
Colombia,COL,2020-08-30,54.21
Colombia,COL,2020-09-06,49.5
Colombia,COL,2020-09-13,46.75
Colombia,COL,2020-09-20,41.05
Colombia,COL,2020-09-27,43.41
Colombia,COL,2020-10-04,37.98
Colombia,COL,2020-10-11,41.11
Colombia,COL,2020-10-18,42.08
Colombia,COL,2020-10-25,47
Colombia,COL,2020-11-01,38.14
Colombia,COL,2020-11-08,41.06
Colombia,COL,2020-11-15,37.68
Colombia,COL,2020-11-22,39.67
Colombia,COL,2020-11-29,38.07
Colombia,COL,2020-12-06,33.51
Colombia,COL,2020-12-13,42.2
Colombia,COL,2020-12-20,42.33
Colombia,COL,2020-12-27,47.47
Colombia,COL,2021-01-03,59.32
Colombia,COL,2021-01-10,60.58
Colombia,COL,2021-01-17,78.05
Costa Rica,CRI,2020-01-31,1.87
Costa Rica,CRI,2020-02-29,7.18
Costa Rica,CRI,2020-03-31,-0.33
Costa Rica,CRI,2020-04-30,0.87
Costa Rica,CRI,2020-05-31,7.25
Costa Rica,CRI,2020-06-30,19.99
Costa Rica,CRI,2020-07-31,31.78
Costa Rica,CRI,2020-08-31,29.38
Costa Rica,CRI,2020-09-30,26.39
Costa Rica,CRI,2020-10-31,41.66
Croatia,HRV,2020-01-05,-16.21
Croatia,HRV,2020-01-12,-16
Croatia,HRV,2020-01-19,-18.93
Croatia,HRV,2020-01-26,-8.18
Croatia,HRV,2020-02-02,-8.45
Croatia,HRV,2020-02-09,-8.72
Croatia,HRV,2020-02-16,-4.32
Croatia,HRV,2020-02-23,-6.27
Croatia,HRV,2020-03-01,-8.61
Croatia,HRV,2020-03-08,-6.4
Croatia,HRV,2020-03-15,-0.82
Croatia,HRV,2020-03-22,3.01
Croatia,HRV,2020-03-29,8.13
Croatia,HRV,2020-04-05,-3.38
Croatia,HRV,2020-04-12,0.32
Croatia,HRV,2020-04-19,1.37
Croatia,HRV,2020-04-26,-14.35
Croatia,HRV,2020-05-03,-5.94
Croatia,HRV,2020-05-10,-7.51
Croatia,HRV,2020-05-17,-3.42
Croatia,HRV,2020-05-24,-4.46
Croatia,HRV,2020-05-31,-8.61
Croatia,HRV,2020-06-07,2.46
Croatia,HRV,2020-06-14,4.17
Croatia,HRV,2020-06-21,-3.54
Croatia,HRV,2020-06-28,2.13
Croatia,HRV,2020-07-05,1.83
Croatia,HRV,2020-07-12,-3.31
Croatia,HRV,2020-07-19,-7.24
Croatia,HRV,2020-07-26,-1.24
Croatia,HRV,2020-08-02,10.36
Croatia,HRV,2020-08-09,-0.17
Croatia,HRV,2020-08-16,-1.09
Croatia,HRV,2020-08-23,2.08
Croatia,HRV,2020-08-30,6.45
Croatia,HRV,2020-09-06,5.37
Croatia,HRV,2020-09-13,11.65
Croatia,HRV,2020-09-20,4.9
Croatia,HRV,2020-09-27,2.43
Croatia,HRV,2020-10-04,10.8
Croatia,HRV,2020-10-11,-0.18
Croatia,HRV,2020-10-18,15.88
Croatia,HRV,2020-10-25,18.6
Croatia,HRV,2020-11-01,20.48
Croatia,HRV,2020-11-08,32.23
Croatia,HRV,2020-11-15,38.94
Croatia,HRV,2020-11-22,55.62
Croatia,HRV,2020-11-29,52.24
Croatia,HRV,2020-12-06,68.74
Croatia,HRV,2020-12-13,68.67
Croatia,HRV,2020-12-20,70.01
Croatia,HRV,2020-12-27,51.62
Croatia,HRV,2021-01-03,36.24
Croatia,HRV,2021-01-10,10.03
Croatia,HRV,2021-01-17,6.56
Croatia,HRV,2021-01-24,-0.02
Croatia,HRV,2021-01-31,-7.29
Cyprus,CYP,2020-01-05,16.21
Cyprus,CYP,2020-01-12,10.64
Cyprus,CYP,2020-01-19,19.53
Cyprus,CYP,2020-01-26,7.68
Cyprus,CYP,2020-02-02,14.44
Cyprus,CYP,2020-02-09,-4.19
Cyprus,CYP,2020-02-16,-16.67
Cyprus,CYP,2020-02-23,11.96
Cyprus,CYP,2020-03-01,3.09
Cyprus,CYP,2020-03-08,-4.8
Cyprus,CYP,2020-03-15,5.35
Cyprus,CYP,2020-03-22,14.82
Cyprus,CYP,2020-03-29,21.24
Cyprus,CYP,2020-04-05,14.36
Cyprus,CYP,2020-04-12,-3.2
Cyprus,CYP,2020-04-19,8.58
Cyprus,CYP,2020-04-26,-0.68
Cyprus,CYP,2020-05-03,5.03
Cyprus,CYP,2020-05-10,8.74
Cyprus,CYP,2020-05-17,44.63
Cyprus,CYP,2020-05-24,71.32
Cyprus,CYP,2020-05-31,6.3
Cyprus,CYP,2020-06-07,32.7
Cyprus,CYP,2020-06-14,3.75
Cyprus,CYP,2020-06-21,-3.17
Cyprus,CYP,2020-06-28,4.54
Cyprus,CYP,2020-07-05,12.22
Cyprus,CYP,2020-07-12,-3.51
Cyprus,CYP,2020-07-19,7.29
Cyprus,CYP,2020-07-26,15.69
Cyprus,CYP,2020-08-02,10.89
Cyprus,CYP,2020-08-09,-16.82
Cyprus,CYP,2020-08-16,7.61
Cyprus,CYP,2020-08-23,8.35
Cyprus,CYP,2020-08-30,2.61
Cyprus,CYP,2020-09-06,-2.06
Cyprus,CYP,2020-09-13,17.87
Cyprus,CYP,2020-09-20,4.17
Cyprus,CYP,2020-09-27,3.27
Cyprus,CYP,2020-10-04,15.54
Cyprus,CYP,2020-10-11,5.21
Cyprus,CYP,2020-10-18,10.89
Cyprus,CYP,2020-10-25,20.12
Cyprus,CYP,2020-11-01,3.38
Cyprus,CYP,2020-11-08,12.77
Cyprus,CYP,2020-11-15,12.37
Cyprus,CYP,2020-11-22,6.18
Cyprus,CYP,2020-11-29,13.87
Cyprus,CYP,2020-12-06,18.1
Cyprus,CYP,2020-12-13,35.33
Cyprus,CYP,2020-12-20,16.97
Cyprus,CYP,2020-12-27,14.19
Cyprus,CYP,2021-01-03,37.85
Cyprus,CYP,2021-01-10,27.68
Cyprus,CYP,2021-01-17,-13.87
Cyprus,CYP,2021-01-24,-0.87
Cyprus,CYP,2021-01-31,11.8
Cyprus,CYP,2021-02-07,-2.59
Czechia,CZE,2020-01-05,-2.55
Czechia,CZE,2020-01-12,-0.88
Czechia,CZE,2020-01-19,-6.03
Czechia,CZE,2020-01-26,-2.06
Czechia,CZE,2020-02-02,-1.52
Czechia,CZE,2020-02-09,-4.6
Czechia,CZE,2020-02-16,-4.32
Czechia,CZE,2020-02-23,-6.16
Czechia,CZE,2020-03-01,-4.33
Czechia,CZE,2020-03-08,-4.94
Czechia,CZE,2020-03-15,-1.24
Czechia,CZE,2020-03-22,2.57
Czechia,CZE,2020-03-29,4.32
Czechia,CZE,2020-04-05,7.41
Czechia,CZE,2020-04-12,5.79
Czechia,CZE,2020-04-19,2.95
Czechia,CZE,2020-04-26,-3.75
Czechia,CZE,2020-05-03,4.17
Czechia,CZE,2020-05-10,-1.23
Czechia,CZE,2020-05-17,2.39
Czechia,CZE,2020-05-24,-3.4
Czechia,CZE,2020-05-31,-5.02
Czechia,CZE,2020-06-07,9.18
Czechia,CZE,2020-06-14,1.36
Czechia,CZE,2020-06-21,3.95
Czechia,CZE,2020-06-28,6.06
Czechia,CZE,2020-07-05,6.52
Czechia,CZE,2020-07-12,0.4
Czechia,CZE,2020-07-19,-0.14
Czechia,CZE,2020-07-26,2.81
Czechia,CZE,2020-08-02,9.59
Czechia,CZE,2020-08-09,7.09
Czechia,CZE,2020-08-16,6.42
Czechia,CZE,2020-08-23,7.19
Czechia,CZE,2020-08-30,3.97
Czechia,CZE,2020-09-06,4.24
Czechia,CZE,2020-09-13,6.42
Czechia,CZE,2020-09-20,11.83
Czechia,CZE,2020-09-27,18.37
Czechia,CZE,2020-10-04,13.38
Czechia,CZE,2020-10-11,23.59
Czechia,CZE,2020-10-18,42.37
Czechia,CZE,2020-10-25,75.24
Czechia,CZE,2020-11-01,105.11
Czechia,CZE,2020-11-08,107.83
Czechia,CZE,2020-11-15,84.94
Czechia,CZE,2020-11-22,63.73
Czechia,CZE,2020-11-29,51.5
Czechia,CZE,2020-12-06,46.18
Czechia,CZE,2020-12-13,43.55
Czechia,CZE,2020-12-20,45.9
Czechia,CZE,2020-12-27,42.84
Czechia,CZE,2021-01-03,55.07
Czechia,CZE,2021-01-10,59.42
Czechia,CZE,2021-01-17,57.69
Czechia,CZE,2021-01-24,47.72
Czechia,CZE,2021-01-31,39.3
Denmark,DNK,2020-01-05,-0.39
Denmark,DNK,2020-01-12,3.14
Denmark,DNK,2020-01-19,-2.85
Denmark,DNK,2020-01-26,-6.09
Denmark,DNK,2020-02-02,-4.8
Denmark,DNK,2020-02-09,-5.25
Denmark,DNK,2020-02-16,-9.29
Denmark,DNK,2020-02-23,-10.57
Denmark,DNK,2020-03-01,-13.31
Denmark,DNK,2020-03-08,-9.29
Denmark,DNK,2020-03-15,-7.96
Denmark,DNK,2020-03-22,1.59
Denmark,DNK,2020-03-29,2.47
Denmark,DNK,2020-04-05,9.51
Denmark,DNK,2020-04-12,6.96
Denmark,DNK,2020-04-19,5.13
Denmark,DNK,2020-04-26,10.46
Denmark,DNK,2020-05-03,1.28
Denmark,DNK,2020-05-10,1.3
Denmark,DNK,2020-05-17,-2.24
Denmark,DNK,2020-05-24,2.66
Denmark,DNK,2020-05-31,-0.12
Denmark,DNK,2020-06-07,-0.97
Denmark,DNK,2020-06-14,2.67
Denmark,DNK,2020-06-21,-2.25
Denmark,DNK,2020-06-28,5.83
Denmark,DNK,2020-07-05,5.67
Denmark,DNK,2020-07-12,1.51
Denmark,DNK,2020-07-19,7.1
Denmark,DNK,2020-07-26,-3.59
Denmark,DNK,2020-08-02,1.78
Denmark,DNK,2020-08-09,0.06
Denmark,DNK,2020-08-16,5.17
Denmark,DNK,2020-08-23,2.66
Denmark,DNK,2020-08-30,1.28
Denmark,DNK,2020-09-06,4.56
Denmark,DNK,2020-09-13,3.56
Denmark,DNK,2020-09-20,12.1
Denmark,DNK,2020-09-27,-0.51
Denmark,DNK,2020-10-04,2.64
Denmark,DNK,2020-10-11,-5.42
